Sylhet,Habiganj,Madhabpur,Andiura,Hariya Cc ,10012572,CC Hariya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Andiura,Sultanpur Cc ,10012573,CC Sultanpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bagasura,Baghasura Cc ,10012574,CC Baghasura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bagasura,Kahura Cc ,10012575,CC Kahura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bagasura,Sibjaynagar Cc ,10012576,CC Sibjaynagar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bahara,Deogao Cc ,10012577,CC Deogao ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bahara,Farhadpur Cc ,10012600,CC Farhadpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bahara,Ghilatali Cc ,10012578,CC Ghilatali ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bahara,Krsnapur Cc ,10012579,CC Krsnapur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bahara,Sundradil Cc ,10012580,CC Sundradil ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bulla,Baneshar Cc ,10012581,CC Baneshar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bulla,Dhankura Cc ,10012582,CC Dhankura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Bulla,Uzzalpur CC ,10024515,CC Uzzalpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Chhatiain,Daspara Cc ,10012583,CC Daspara ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Chhatiain,Chhatian USC,10002086,USC Chhatian,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Chhatiain,Ektiyarpur Cc ,10012584,CC Ektiyarpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Chhatiain,Simulghar Cc ,10012585,CC Simulghar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Chowmohani,Baniyapara Cc ,10012586,CC Baniyapara ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Chowmohani,Barura Cc ,10012589,CC Barura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Chowmohani,Kamalpur Cc ,10012587,CC Kamalpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Chowmohani,Rajanagar Cc ,10012588,CC Rajanagar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Dharmaghar,Ambariya Cc ,10012590,CC Ambariya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Dharmaghar,Debpur Cc ,10012591,CC Debpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Dharmaghar,Mehergao Cc ,10012592,CC Mehergao ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Dharmaghar,Sultanpur CC ,10024514,CC Sultanpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Jagadishpur,Daxmin Bejura Cc ,10012595,CC Daxmin Bejura ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Jagadishpur,Jagadishpur USC,10013129,USC Jagadishpur,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Jagadishpur,Kharki Cc ,10012593,CC Kharki ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Jagadishpur,Uttar Barag CC,10012594,CC Uttar Barag,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Mantola,Mantola USC,10002087,USC Mantola,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Noapara,Itkhola Cc ,10012596,CC Itkhola ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Noapara,Noyapara USC,10002089,USC Noyapara,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Noapara,Narayanpur Cc ,10012597,CC Narayanpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Noapara,Ratanpur Cc ,10012598,CC Ratanpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Noapara,Sahpur Cc ,10012599,CC Sahpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Shahjahanpur,Luhait Cc ,10012601,CC Luhait ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Shahjahanpur,North Surma Cc ,10012602,CC North Surma ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Madhabpur,Shahjahanpur,Vandurua Cc ,10012603,CC Vandurua ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Auskandi,Mohammadpur Cc ,10012604,CC Mohammadpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Auskandi,Aushkandi USC,10002090,USC Aushkandi,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Auskandi,Parkul Cc ,10012605,CC Parkul ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Auskandi,Umarpur Cc ,10012606,CC Umarpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Bausha,Badradi Cc ,10012607,CC Badradi ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Bausha,Dasherkona Cc ,10012608,CC Dasherkona ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Bausha,Daxminram Cc ,10012609,CC Daxminram ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Debpara,Baitakhal Cc ,10012610,CC Baitakhal ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Debpara,Deopara USC,10013121,USC Deopara,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Debpara,Gazir Bazar Cc ,10012611,CC Gazir Bazar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Debpara,Goplarbazar USC,10002091,USC Goplarbazar,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Debpara,Prajatpur Cc ,10012612,CC Prajatpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Dighalbak,Ahmedpur Cc ,10012613,CC Ahmedpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Dighalbak,Baderayghor Cc ,10012615,CC Baderayghor ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Dighalbak,Galimpur CC ,10025134,CC Galimpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Dighalbak,Radhapur Cc ,10012614,CC Radhapur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Gaznapur,Kayasthagram Cc ,10012616,CC Kayasthagram ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Gaznapur,Sataihal CC ,10025136,CC Sataihal ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Gaznapur,Sotok Cc ,10012617,CC Sotok ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Inathganj,Koikkhai CC ,10025133,CC Koikkhai ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Inathganj,Inathganj USC,10002092,USC Inathganj,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Inathganj,Nadampur Cc ,10012618,CC Nadampur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Inathganj,Firijpur Cc ,10012619,CC Firijpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kalair Banga,Khariya Cc ,10012620,CC Khariya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kalair Banga,Mandarkandi USC,10002093,USC Mandarkandi,USC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kalair Banga,Mandarkandi CC ,10025137,CC Mandarkandi ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kalair Banga,Srimatpur Cc ,10012621,CC Srimatpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kargaon,Durgapur Cc ,10012622,CC Durgapur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kargaon,Gumgumiya Cc ,10012623,CC Gumgumiya ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kargaon,Mukthar Cc ,10012624,CC Mukthar ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kurshi,Durlavpur Cc ,10012625,CC Durlavpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kurshi,Kurshi Cc ,10012626,CC Kurshi ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Kurshi,Sadullapur Cc ,10012627,CC Sadullapur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Nabiganj,Choto Alipur Cc ,10012628,CC Choto Alipur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Nabiganj,Gujakhair Cc ,10012629,CC Gujakhair ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Nabiganj,West Jahidpur CC ,10025135,CC West Jahidpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Paniunda,Bhorogaon CC ,10025138,CC Bhorogaon ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Paniunda,Raisgonj Nabiganj Cc,10012630,CC Raisgonj Nabiganj,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Paniunda,Rokanpur Cc ,10012631,CC Rokanpur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Paschim Bara Bhakhair,Chargao Cc ,10012632,CC Chargao ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Paschim Bara Bhakhair,Chowki CC ,10025131,CC Chowki ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Paschim Bara Bhakhair,Rampur Cc ,10012633,CC Rampur ,CC,,,,,,,,,,,,,,
Sylhet,Habiganj,Nabiganj,Purba Bara Bakhair,Shaila CC ,10025132,CC Shaila ,CC,,,,,,,,,,,,,,


Division,District,Upazila,Union,CC Name,Facility/Organization Code,Facility Name,Facility Type,NOTE,Corrected Facilities,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Barlekha,Adityermahal Cc ,10012634,CC Adityermahal ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Barlekha,Chattolekha Daxminbag Cc,10019261,CC Chattolekha Daxminbag,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Barlekha,Demal Cc,10019262,CC Demal,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Barni,Barni Cc,10018709,CC Barni,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Barni,Satpur Cc ,10012635,CC Satpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Dakshin Dakshinbhagh,Haripur CC ,10025514,CC Haripur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Dakshin Dakshinbhagh,Dokkinbag (Dokkin) Union Health center,10016982,UHC Dokkinbag (Dokkin),UHC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Dakshin Dakshinbhagh,Purbahatliya Cc ,10012636,CC Purbahatliya ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Dakshin Shahabajpur,Mohammad Nagar CC ,10025515,CC Mohammad Nagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Dakshin Shahabajpur,Dokkin Shabazpur Union Health center,10016981,UHC Dokkin Shabazpur,USC,,USC Dokkin Shabazpur,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Dakshin Shahabajpur,Sujaul Cc ,10012637,CC Sujaul ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Dasher Bazar,Ahir Kunji Cc ,10012638,CC Ahir Kunji ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Dasher Bazar,Nij Jongole Cc ,10012639,CC Nij Jongole ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Nij Bahadurpur,Candgram Cc ,10012640,CC Candgram ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Nij Bahadurpur,Itauri Cc ,10012641,CC Itauri ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Sujanagar,Jhagree Cc,10018711,CC Jhagree,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Sujanagar,Sujanagar Union Health center,10016987,UHC Sujanagar,USC,,USC Sujanagar,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Sujanagar,Vularkandi CC ,10025516,CC Vularkandi ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Talimpur,Gagra Cc ,10012643,CC Gagra ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Talimpur,Hakaluki USC,10002095,USC Hakaluki,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Talimpur,Golgoza Cc,10018710,CC Golgoza,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Uttar Dakshinbhag,Cukarpunji Cc ,10012644,CC Cukarpunji ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Uttar Dakshinbhag,Gauranagar Cc ,10012645,CC Gauranagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Uttar Shahabajpur,Atuya Cc ,10012646,CC Atuya ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Uttar Shahabajpur,Uttar Shahabajpur USC,10016989,USC Uttar Shahabajpur,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Barlekha,Uttar Shahabajpur,Vatauci Cc ,10012647,CC Vatauci ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Fultala,Batuli Cc ,10012648,CC Batuli ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Fultala,Fultala USC,10016998,USC Fultala,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Fultala,Rahimpur Cc,10017176,CC Rahimpur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Goalbari,Jalalpur Cc ,10012649,CC Jalalpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Goalbari,Goalbari USC,10016999,USC Goalbari,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Goalbari,Lathitila (Lati Chora) Cc,10012650,CC Lathitila (Lati Chora),CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Goalbari,Shohagir Par Cc,10017172,CC Shohagir Par,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Jaifarnagar,Bahadurpur CC ,10012651,CC Bahadurpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Jaifarnagar,Jaifarnagar USC,10017001,CC Jaifarnagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Jaifarnagar,Sahpur Cc ,10012652,USC Sahpur,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Jaifarnagar,Vugtera Cc ,10012653,CC Vugtera ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Jaifarnagar,Yusubnagar CC,10012654,CC Yusubnagar,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Paschim Juri,Khakteka CC,10017175,CC Khakteka,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Paschim Juri,Paschim Juri USC,10016985,USC Paschim Juri,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Paschim Juri,Krisno Nagar Cc,10017174,CC Krisno Nagar,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Purba Juri,Purbadurgapur Cc ,10012655,CC Purbadurgapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Purba Juri,Purba Juri USC,10016986,USC Purba Juri,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Purba Juri,Soto Dhamai Cc,10017173,CC Soto Dhamai,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Sagarnal,Boroitoli CC ,10025592,CC Boroitoli ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Sagarnal,Sagarnal USC,10017008,USC Sagarnal,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Sagarnal,Jangaliya Cc ,10012656,CC Jangaliya ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Sagarnal,Kasingar Cc ,10012657,CC Kasingar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Juri,Sagarnal,Uttar Sagarnal Cc,10019263,CC Uttar Sagarnal,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Adampur,Adhkani Cc,10017273,CC Adhkani,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Adampur,Adampur USC,10002098,USC Adampur,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Adampur,Moddyavag Cc,10017272,CC Moddyavag,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Adampur,Vandarigaon CC,10017274,CC Vandarigaon,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Alinagar,Chitlia Cc,10018176,CC Chitlia,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Alinagar,Kamudpur Cc ,10012659,CC Kamudpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Alinagar,Srinathpur Cc ,10012660,CC Srinathpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Islampur,Kalaraibil Cc ,10012663,CC Kalaraibil ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Islampur,South Kanaidesi Cc ,10012661,CC South Kanaidesi ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Islampur,Sripur Cc ,10012662,CC Sripur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Kamalganj,Baligao Cc ,10012664,CC Baligao ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Kamalganj,Kamalganj USC,10002099,USC Kamalganj,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Kamalganj,Bangao Cc ,10012665,CC Bangao ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Kamalganj,Narayanpur Cc,10017275,CC Narayanpur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Kamalganj,Tilkapur Cc ,10012666,CC Tilkapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Madhabpur,South Majhergaon Cc,10018718,CC South Majhergaon,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Madhabpur,North Vanubil CC,10017276,CC North Vanubil,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Madhabpur,Modonmohonpur CC,Not Available,CC Modonmohonpur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Munshi Bazar,Banbisnupur Cc ,10012667,CC Banbisnupur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Munshi Bazar,Munsibazar USC,10002100,USC Munsibazar,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Patanushar,Gobindapur Cc ,10012668,CC Gobindapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Patanushar,Srisurjjo Cc ,10012669,CC Srisurjjo ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Rahimpur,Boroceg Cc ,10012670,CC Boroceg ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Rahimpur,Chaykut Cc ,10012671,CC Chaykut ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Rahimpur,Debipur Cc ,10012672,CC Debipur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Rahimpur,Ramcandrapur Cc ,10012673,CC Ramcandrapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Shamshernagar,Keculiti Cc ,10012674,CC Keculiti ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Shamshernagar,Sarangpur Cc ,10012675,CC Sarangpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kamalganj,Shamshernagar,Singrauli Cc ,10012676,CC Singrauli ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Baramchal,Alinagar Cc ,10012677,CC Alinagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Baramchal,Baramchal USC,10002102,USC Baramchal,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Baramchal,Singur Cc ,10012678,CC Singur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Bhatera,Hosenpur Cc ,10012679,CC Hosenpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Bhukshimail,Muktadipur CC,10019666,CC Muktadipur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Bhukshimail,Muktajipur Cc ,10017188,CC Muktajipur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Brahman Bazar,Guravui Cc ,10012680,CC Guravui ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Brahman Bazar,Brahman Bazar USC,10002103,USC Brahman Bazar,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Brahman Bazar,Helapur Cc ,10012681,CC Helapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Brahman Bazar,Satra Cc ,10012682,CC Satra ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Brahman Bazar,Sripur Cc ,10012683,CC Sripur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Hajipur,Bilerpar Cc ,10012684,CC Bilerpar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Hajipur,Monu (Hajipur) USC,10002105,USC Monu (Hajipur),USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Hajipur,Kaukapan Cc ,10012685,CC Kaukapan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Joychandi,Bhairab Bazar Cc ,10012686,CC Bhairab Bazar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Joychandi,Ghagtiya Cc ,10012687,CC Ghagtiya ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Joychandi,Mithupur Cc ,10012688,CC Mithupur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Kadirpur,Cunghar Cc ,10012689,CC Cunghar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Kadirpur,Faridpur CC ,10025520,CC Faridpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Kadirpur,Kaular Cc ,10012690,CC Kaular ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Karmadha,Budhpasa Cc,10019264,CC Budhpasa,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Karmadha,Karmadha USC,10002104,USC Karmadha,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Karmadha,Hasimpur Cc ,10012692,CC Hasimpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Karmadha,Mansurpur Cc ,10012693,CC Mansurpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Karmadha,Tatriuli Cc ,10012691,CC Tatriuli ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Kulaura,Balisri Cc ,10012694,CC Balisri ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Kulaura,Laksmipur Cc,10018721,CC Laksmipur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Kulaura,Minarmahal Cc ,10012695,CC Minarmahal ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Kulaura,Pratabi Cc ,10012696,CC Pratabi ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Kulaura,Saidpur Cc ,10012697,CC Saidpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Prithim Pasha,Gajvag Cc ,10012698,CC Gajvag ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Prithim Pasha,Prithimpasha USC,10002107,USC Prithimpasha,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Prithim Pasha,Gankiya Cc ,10012699,CC Gankiya ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Prithim Pasha,Rajnagar Cc ,10012700,CC Rajnagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Routhgaon,Kaula Cc ,10012701,CC Kaula ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Routhgaon,Manraj Cc ,10012702,CC Manraj ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Sharifpur,Dattagram Cc ,10012703,CC Dattagram ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Sharifpur,Telibil CC,10019664,CC Telibil,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Tilagaon,Bijli Cc ,10012704,CC Bijli ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Tilagaon,Hazipur CC,10019665,CC Hazipur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Tilagaon,Miyarpara Cc ,10012705,CC Miyarpara ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Kulaura,Tilagaon,Mobarakpur Cc ,10012706,CC Mobarakpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Fatehpur,Antehari Cc ,10012731,CC Antehari ,CC,,,,,,,,,,,,,,,,
